State,District,Most AQI Reached,Current AQI,Major Source of Pollution,AQI_Difference,Category,District_Rank
Tamil Nadu,Tiruvallur (Area 6),184,141,Road Dust,43,Moderate,2609
Tamil Nadu,Tiruvannamalai,252,36,Vehicle,216,Good,4893
Tamil Nadu,Tiruvannamalai (Area 1),256,92,Waste Burning,164,Satisfactory,3706
Tamil Nadu,Tiruvannamalai (Area 2),261,168,Crop Burning,93,Moderate,1954
Tamil Nadu,Tiruvannamalai (Area 3),107,92,Domestic Fuel,15,Satisfactory,3706
Tamil Nadu,Tiruvannamalai (Area 4),280,83,Road Dust,197,Satisfactory,3892
Tamil Nadu,Tiruvannamalai (Area 5),163,103,Road Dust,60,Moderate,3474
Tamil Nadu,Tiruvannamalai (Area 6),160,83,Crop Burning,77,Satisfactory,3892
Tamil Nadu,Tiruvarur,307,79,Waste Burning,228,Satisfactory,3967
Tamil Nadu,Tiruvarur (Area 1),170,56,Road Dust,114,Satisfactory,4474
Tamil Nadu,Tiruvarur (Area 2),286,113,Waste Burning,173,Moderate,3243
Tamil Nadu,Tiruvarur (Area 3),194,115,Road Dust,79,Moderate,3206
Tamil Nadu,Tiruvarur (Area 4),282,36,Waste Burning,246,Good,4893
Tamil Nadu,Tiruvarur (Area 5),258,89,Construction Dust,169,Satisfactory,3772
Tamil Nadu,Tiruvarur (Area 6),288,107,Road Dust,181,Moderate,3387
Tamil Nadu,Vellore,194,139,Domestic Fuel,55,Moderate,2647
Tamil Nadu,Vellore (Area 1),101,57,Industrial Emissions,44,Satisfactory,4452
Tamil Nadu,Vellore (Area 2),133,128,Road Dust,5,Moderate,2872
Tamil Nadu,Vellore (Area 3),213,148,Construction Dust,65,Moderate,2446
Tamil Nadu,Vellore (Area 4),82,56,Vehicle,26,Satisfactory,4474
Tamil Nadu,Vellore (Area 5),168,56,Construction Dust,112,Satisfactory,4474
Tamil Nadu,Vellore (Area 6),240,173,Waste Burning,67,Moderate,1826
Tamil Nadu,Viluppuram,291,84,Construction Dust,207,Satisfactory,3872
Tamil Nadu,Viluppuram (Area 1),215,95,Road Dust,120,Satisfactory,3634
Tamil Nadu,Viluppuram (Area 2),178,75,Industrial Emissions,103,Satisfactory,4041
Tamil Nadu,Viluppuram (Area 3),288,146,Road Dust,142,Moderate,2499
Tamil Nadu,Viluppuram (Area 4),226,143,Vehicle,83,Moderate,2567
Tamil Nadu,Viluppuram (Area 5),201,116,Domestic Fuel,85,Moderate,3173
Tamil Nadu,Viluppuram (Area 6),274,64,Domestic Fuel,210,Satisfactory,4293
Tamil Nadu,Virudhunagar,116,101,Vehicle,15,Moderate,3515
Tamil Nadu,Virudhunagar (Area 1),208,171,Vehicle,37,Moderate,1866
Tamil Nadu,Virudhunagar (Area 2),102,39,Vehicle,63,Good,4829
Tamil Nadu,Virudhunagar (Area 3),295,69,Vehicle,226,Satisfactory,4186
Tamil Nadu,Virudhunagar (Area 4),108,88,Road Dust,20,Satisfactory,3792
Tamil Nadu,Virudhunagar (Area 5),239,129,Construction Dust,110,Moderate,2852
Tamil Nadu,Virudhunagar (Area 6),158,80,Construction Dust,78,Satisfactory,3948
Telangana,Adilabad,107,54,Road Dust,53,Satisfactory,4523
Telangana,Adilabad (Area 1),291,150,Domestic Fuel,141,Moderate,2400
Telangana,Adilabad (Area 2),151,73,Industrial Emissions,78,Satisfactory,4083
Telangana,Adilabad (Area 3),256,90,Road Dust,166,Satisfactory,3750
Telangana,Adilabad (Area 4),75,63,Vehicle,12,Satisfactory,4322
Telangana,Adilabad (Area 5),125,119,Vehicle,6,Moderate,3093
Telangana,Adilabad (Area 6),205,161,Industrial Emissions,44,Moderate,2129
Telangana,Bhadradri Kothagudem,139,65,Construction Dust,74,Satisfactory,4267
Telangana,Bhadradri Kothagudem (Area 1),128,116,Road Dust,12,Moderate,3173
Telangana,Bhadradri Kothagudem (Area 2),136,119,Waste Burning,17,Moderate,3093
Telangana,Bhadradri Kothagudem (Area 3),219,190,Domestic Fuel,29,Moderate,1355
Telangana,Bhadradri Kothagudem (Area 4),173,51,Waste Burning,122,Satisfactory,4578
Telangana,Bhadradri Kothagudem (Area 5),101,85,Domestic Fuel,16,Satisfactory,3852
Telangana,Bhadradri Kothagudem (Area 6),306,96,Construction Dust,210,Satisfactory,3616
Telangana,Hyderabad,318,30,Domestic Fuel,288,Good,5042
Telangana,Hyderabad (Area 1),182,121,Industrial Emissions,61,Moderate,3037
Telangana,Hyderabad (Area 2),100,33,Construction Dust,67,Good,4964
Telangana,Hyderabad (Area 3),139,81,Vehicle,58,Satisfactory,3923
Telangana,Hyderabad (Area 4),281,143,Vehicle,138,Moderate,2567
Telangana,Hyderabad (Area 5),305,101,Vehicle,204,Moderate,3515
Telangana,Hyderabad (Area 6),268,40,Crop Burning,228,Good,4808
Telangana,Jagtial,222,123,Crop Burning,99,Moderate,2983
Telangana,Jagtial (Area 1),312,135,Industrial Emissions,177,Moderate,2714
Telangana,Jagtial (Area 2),192,185,Road Dust,7,Moderate,1517
Telangana,Jagtial (Area 3),264,168,Construction Dust,96,Moderate,1954
Telangana,Jagtial (Area 4),232,116,Road Dust,116,Moderate,3173
Telangana,Jagtial (Area 5),294,82,Vehicle,212,Satisfactory,3904
Telangana,Jagtial (Area 6),112,37,Construction Dust,75,Good,4863
Telangana,Jangaon,212,64,Domestic Fuel,148,Satisfactory,4293
Telangana,Jangaon (Area 1),181,45,Construction Dust,136,Good,4702
Telangana,Jangaon (Area 2),64,62,Waste Burning,2,Satisfactory,4343
Telangana,Jangaon (Area 3),175,37,Industrial Emissions,138,Good,4863
Telangana,Jangaon (Area 4),286,168,Crop Burning,118,Moderate,1954
Telangana,Jangaon (Area 5),178,124,Waste Burning,54,Moderate,2971
Telangana,Jangaon (Area 6),179,173,Road Dust,6,Moderate,1826
Telangana,Jayashankar Bhoopalpally,238,101,Industrial Emissions,137,Moderate,3515
Telangana,Jayashankar Bhoopalpally (Area 1),187,175,Construction Dust,12,Moderate,1780
Telangana,Jayashankar Bhoopalpally (Area 2),163,101,Waste Burning,62,Moderate,3515
Telangana,Jayashankar Bhoopalpally (Area 3),281,189,Industrial Emissions,92,Moderate,1395
Telangana,Jayashankar Bhoopalpally (Area 4),217,64,Waste Burning,153,Satisfactory,4293
Telangana,Jayashankar Bhoopalpally (Area 5),283,161,Waste Burning,122,Moderate,2129
Telangana,Jayashankar Bhoopalpally (Area 6),138,113,Waste Burning,25,Moderate,3243
Telangana,Jogulamba Gadwal,197,96,Waste Burning,101,Satisfactory,3616
Telangana,Jogulamba Gadwal (Area 1),319,135,Vehicle,184,Moderate,2714
Telangana,Jogulamba Gadwal (Area 2),184,150,Industrial Emissions,34,Moderate,2400
Telangana,Jogulamba Gadwal (Area 3),160,56,Vehicle,104,Satisfactory,4474
Telangana,Jogulamba Gadwal (Area 4),298,82,Crop Burning,216,Satisfactory,3904
Telangana,Jogulamba Gadwal (Area 5),222,31,Industrial Emissions,191,Good,5016
Telangana,Jogulamba Gadwal (Area 6),244,148,Industrial Emissions,96,Moderate,2446
Telangana,Kamareddy,250,49,Waste Burning,201,Good,4614
Telangana,Kamareddy (Area 1),280,108,Industrial Emissions,172,Moderate,3362
Telangana,Kamareddy (Area 2),299,144,Crop Burning,155,Moderate,2550
Telangana,Kamareddy (Area 3),152,103,Industrial Emissions,49,Moderate,3474
Telangana,Kamareddy (Area 4),263,178,Crop Burning,85,Moderate,1702
Telangana,Kamareddy (Area 5),232,63,Road Dust,169,Satisfactory,4322
Telangana,Kamareddy (Area 6),189,128,Vehicle,61,Moderate,2872
Telangana,Karimnagar,299,117,Industrial Emissions,182,Moderate,3144
Telangana,Karimnagar (Area 1),200,136,Vehicle,64,Moderate,2692
Telangana,Karimnagar (Area 2),208,137,Road Dust,71,Moderate,2677
Telangana,Karimnagar (Area 3),186,181,Waste Burning,5,Moderate,1609
Telangana,Karimnagar (Area 4),308,109,Road Dust,199,Moderate,3338
Telangana,Karimnagar (Area 5),271,127,Crop Burning,144,Moderate,2909
Telangana,Karimnagar (Area 6),230,78,Construction Dust,152,Satisfactory,3989
Telangana,Khammam,92,31,Vehicle,61,Good,5016
Telangana,Khammam (Area 1),318,139,Industrial Emissions,179,Moderate,2647
Telangana,Khammam (Area 2),268,80,Vehicle,188,Satisfactory,3948
Telangana,Khammam (Area 3),290,186,Construction Dust,104,Moderate,1478
Telangana,Khammam (Area 4),224,94,Road Dust,130,Satisfactory,3654
Telangana,Khammam (Area 5),232,107,Vehicle,125,Moderate,3387
Telangana,Khammam (Area 6),205,88,Road Dust,117,Satisfactory,3792
Telangana,Komaram Bheem Asifabad,163,160,Industrial Emissions,3,Moderate,2154
Telangana,Komaram Bheem Asifabad (Area 1),149,88,Industrial Emissions,61,Satisfactory,3792
Telangana,Komaram Bheem Asifabad (Area 2),197,130,Waste Burning,67,Moderate,2832
Telangana,Komaram Bheem Asifabad (Area 3),205,55,Road Dust,150,Satisfactory,4497
Telangana,Komaram Bheem Asifabad (Area 4),206,113,Road Dust,93,Moderate,3243
Telangana,Komaram Bheem Asifabad (Area 5),163,124,Crop Burning,39,Moderate,2971
Telangana,Komaram Bheem Asifabad (Area 6),143,132,Domestic Fuel,11,Moderate,2792
Telangana,Mahabubabad,240,99,Construction Dust,141,Satisfactory,3553
Telangana,Mahabubabad (Area 1),235,121,Industrial Emissions,114,Moderate,3037
Telangana,Mahabubabad (Area 2),121,92,Construction Dust,29,Satisfactory,3706
Telangana,Mahabubabad (Area 3),277,77,Domestic Fuel,200,Satisfactory,4006
Telangana,Mahabubabad (Area 4),287,186,Waste Burning,101,Moderate,1478
Telangana,Mahabubabad (Area 5),244,167,Crop Burning,77,Moderate,1979
Telangana,Mahabubabad (Area 6),272,37,Domestic Fuel,235,Good,4863
Telangana,Mahabubnagar,195,178,Crop Burning,17,Moderate,1702
Telangana,Mahabubnagar (Area 1),257,126,Waste Burning,131,Moderate,2934
Telangana,Mahabubnagar (Area 2),314,42,Domestic Fuel,272,Good,4776
Telangana,Mahabubnagar (Area 3),312,89,Industrial Emissions,223,Satisfactory,3772
Telangana,Mahabubnagar (Area 4),123,117,Crop Burning,6,Moderate,3144
Telangana,Mahabubnagar (Area 5),154,85,Construction Dust,69,Satisfactory,3852
Telangana,Mahabubnagar (Area 6),274,42,Crop Burning,232,Good,4776
Telangana,Mancherial,255,55,Vehicle,200,Satisfactory,4497
Telangana,Mancherial (Area 1),217,174,Road Dust,43,Moderate,1803
Telangana,Mancherial (Area 2),208,73,Construction Dust,135,Satisfactory,4083
Telangana,Mancherial (Area 3),94,38,Crop Burning,56,Good,4845
Telangana,Mancherial (Area 4),224,110,Domestic Fuel,114,Moderate,3302
Telangana,Mancherial (Area 5),123,123,Industrial Emissions,0,Moderate,2983
Telangana,Mancherial (Area 6),123,72,Waste Burning,51,Satisfactory,4100
Telangana,Medak,198,168,Construction Dust,30,Moderate,1954
Telangana,Medak (Area 1),272,85,Waste Burning,187,Satisfactory,3852
Telangana,Medak (Area 2),136,131,Crop Burning,5,Moderate,2815
Telangana,Medak (Area 3),142,86,Construction Dust,56,Satisfactory,3830
Telangana,Medak (Area 4),205,177,Vehicle,28,Moderate,1733
Telangana,Medak (Area 5),224,179,Waste Burning,45,Moderate,1667
Telangana,Medak (Area 6),50,32,Waste Burning,18,Good,4983
Telangana,Medchal,196,119,Waste Burning,77,Moderate,3093
Telangana,Medchal (Area 1),146,59,Road Dust,87,Satisfactory,4416
Telangana,Medchal (Area 2),274,61,Road Dust,213,Satisfactory,4368
Telangana,Medchal (Area 3),169,136,Domestic Fuel,33,Moderate,2692
Telangana,Medchal (Area 4),285,106,Crop Burning,179,Moderate,3413
Telangana,Medchal (Area 5),175,76,Industrial Emissions,99,Satisfactory,4023
Telangana,Medchal (Area 6),214,147,Crop Burning,67,Moderate,2478
Telangana,Nagarkurnool,138,107,Vehicle,31,Moderate,3387
Telangana,Nagarkurnool (Area 1),303,70,Waste Burning,233,Satisfactory,4153
Telangana,Nagarkurnool (Area 2),319,164,Waste Burning,155,Moderate,2049
Telangana,Nagarkurnool (Area 3),243,178,Vehicle,65,Moderate,1702
Telangana,Nagarkurnool (Area 4),143,86,Construction Dust,57,Satisfactory,3830
Telangana,Nagarkurnool (Area 5),241,120,Road Dust,121,Moderate,3066
Telangana,Nagarkurnool (Area 6),202,153,Construction Dust,49,Moderate,2329
Telangana,Nalgonda,177,168,Road Dust,9,Moderate,1954
Telangana,Nalgonda (Area 1),202,176,Domestic Fuel,26,Moderate,1754
Telangana,Nalgonda (Area 2),313,56,Construction Dust,257,Satisfactory,4474
Telangana,Nalgonda (Area 3),226,109,Construction Dust,117,Moderate,3338
Telangana,Nalgonda (Area 4),194,147,Crop Burning,47,Moderate,2478
Telangana,Nalgonda (Area 5),223,78,Industrial Emissions,145,Satisfactory,3989
Telangana,Nalgonda (Area 6),290,174,Vehicle,116,Moderate,1803
Telangana,Nirmal,257,171,Vehicle,86,Moderate,1866
Telangana,Nirmal (Area 1),185,135,Industrial Emissions,50,Moderate,2714
Telangana,Nirmal (Area 2),220,184,Road Dust,36,Moderate,1544
Telangana,Nirmal (Area 3),113,35,Domestic Fuel,78,Good,4916
Telangana,Nirmal (Area 4),211,91,Road Dust,120,Satisfactory,3726
Telangana,Nirmal (Area 5),234,64,Domestic Fuel,170,Satisfactory,4293
Telangana,Nirmal (Area 6),233,67,Vehicle,166,Satisfactory,4225
Telangana,Nizamabad,171,54,Road Dust,117,Satisfactory,4523
Telangana,Nizamabad (Area 1),64,46,Waste Burning,18,Good,4680
Telangana,Nizamabad (Area 2),204,185,Crop Burning,19,Moderate,1517
Telangana,Nizamabad (Area 3),234,81,Construction Dust,153,Satisfactory,3923
Telangana,Nizamabad (Area 4),212,163,Road Dust,49,Moderate,2075
Telangana,Nizamabad (Area 5),219,70,Vehicle,149,Satisfactory,4153
Telangana,Nizamabad (Area 6),235,93,Construction Dust,142,Satisfactory,3678
Telangana,Peddapalli,287,148,Domestic Fuel,139,Moderate,2446
Telangana,Peddapalli (Area 1),122,41,Construction Dust,81,Good,4789
Telangana,Peddapalli (Area 2),106,64,Road Dust,42,Satisfactory,4293
Telangana,Peddapalli (Area 3),300,123,Domestic Fuel,177,Moderate,2983
Telangana,Peddapalli (Area 4),244,71,Domestic Fuel,173,Satisfactory,4129
Telangana,Peddapalli (Area 5),187,45,Industrial Emissions,142,Good,4702
Telangana,Peddapalli (Area 6),311,127,Vehicle,184,Moderate,2909
Telangana,Rajanna Sircilla,227,141,Crop Burning,86,Moderate,2609
Telangana,Rajanna Sircilla (Area 1),223,110,Vehicle,113,Moderate,3302
Telangana,Rajanna Sircilla (Area 2),293,88,Construction Dust,205,Satisfactory,3792
Telangana,Rajanna Sircilla (Area 3),225,109,Waste Burning,116,Moderate,3338
Telangana,Rajanna Sircilla (Area 4),127,31,Road Dust,96,Good,5016
Telangana,Rajanna Sircilla (Area 5),289,71,Domestic Fuel,218,Satisfactory,4129
Telangana,Rajanna Sircilla (Area 6),302,179,Construction Dust,123,Moderate,1667
Telangana,Rangareddy,190,116,Crop Burning,74,Moderate,3173
Telangana,Rangareddy (Area 1),263,161,Construction Dust,102,Moderate,2129
Telangana,Rangareddy (Area 2),289,126,Vehicle,163,Moderate,2934
Telangana,Rangareddy (Area 3),120,97,Waste Burning,23,Satisfactory,3593
Telangana,Rangareddy (Area 4),93,80,Industrial Emissions,13,Satisfactory,3948
Telangana,Rangareddy (Area 5),283,189,Waste Burning,94,Moderate,1395
Telangana,Rangareddy (Area 6),280,97,Industrial Emissions,183,Satisfactory,3593
Telangana,Sangareddy,218,187,Industrial Emissions,31,Moderate,1455
Telangana,Sangareddy (Area 1),169,92,Crop Burning,77,Satisfactory,3706
Telangana,Sangareddy (Area 2),202,86,Construction Dust,116,Satisfactory,3830
Telangana,Sangareddy (Area 3),269,67,Road Dust,202,Satisfactory,4225
Telangana,Sangareddy (Area 4),253,90,Domestic Fuel,163,Satisfactory,3750
Telangana,Sangareddy (Area 5),313,178,Vehicle,135,Moderate,1702
Telangana,Sangareddy (Area 6),295,169,Road Dust,126,Moderate,1925
Telangana,Siddipet,260,55,Crop Burning,205,Satisfactory,4497
Telangana,Siddipet (Area 1),163,113,Waste Burning,50,Moderate,3243
Telangana,Siddipet (Area 2),288,115,Crop Burning,173,Moderate,3206
Telangana,Siddipet (Area 3),250,162,Vehicle,88,Moderate,2106
Telangana,Siddipet (Area 4),299,119,Waste Burning,180,Moderate,3093
Telangana,Siddipet (Area 5),156,125,Construction Dust,31,Moderate,2951
Telangana,Siddipet (Area 6),99,47,Vehicle,52,Good,4656
Telangana,Suryapet,203,176,Waste Burning,27,Moderate,1754
Telangana,Suryapet (Area 1),237,72,Vehicle,165,Satisfactory,4100
Telangana,Suryapet (Area 2),133,79,Vehicle,54,Satisfactory,3967
Telangana,Suryapet (Area 3),311,62,Vehicle,249,Satisfactory,4343
Telangana,Suryapet (Area 4),209,86,Vehicle,123,Satisfactory,3830
Telangana,Suryapet (Area 5),204,162,Crop Burning,42,Moderate,2106
Telangana,Suryapet (Area 6),286,173,Vehicle,113,Moderate,1826
Telangana,Vikarabad,311,148,Crop Burning,163,Moderate,2446
Telangana,Vikarabad (Area 1),251,181,Domestic Fuel,70,Moderate,1609
Telangana,Vikarabad (Area 2),310,169,Road Dust,141,Moderate,1925
Telangana,Vikarabad (Area 3),177,133,Domestic Fuel,44,Moderate,2758
Telangana,Vikarabad (Area 4),122,80,Road Dust,42,Satisfactory,3948
Telangana,Vikarabad (Area 5),320,56,Waste Burning,264,Satisfactory,4474
Telangana,Vikarabad (Area 6),204,186,Road Dust,18,Moderate,1478
Telangana,Wanaparthy,276,120,Vehicle,156,Moderate,3066
Telangana,Wanaparthy (Area 1),226,104,Vehicle,122,Moderate,3454
Telangana,Wanaparthy (Area 2),144,116,Waste Burning,28,Moderate,3173
Telangana,Wanaparthy (Area 3),282,179,Crop Burning,103,Moderate,1667
Telangana,Wanaparthy (Area 4),245,49,Waste Burning,196,Good,4614
Telangana,Wanaparthy (Area 5),101,99,Industrial Emissions,2,Satisfactory,3553
Telangana,Wanaparthy (Area 6),289,154,Construction Dust,135,Moderate,2307
Telangana,Warangal (Rural),168,131,Industrial Emissions,37,Moderate,2815
Telangana,Warangal (Rural) (Area 1),236,162,Waste Burning,74,Moderate,2106
Telangana,Warangal (Rural) (Area 2),149,119,Domestic Fuel,30,Moderate,3093
Telangana,Warangal (Rural) (Area 3),253,67,Construction Dust,186,Satisfactory,4225
Telangana,Warangal (Rural) (Area 4),223,95,Waste Burning,128,Satisfactory,3634
Telangana,Warangal (Rural) (Area 5),106,84,Industrial Emissions,22,Satisfactory,3872
Telangana,Warangal (Rural) (Area 6),147,103,Construction Dust,44,Moderate,3474
Telangana,Warangal (Urban),56,52,Waste Burning,4,Satisfactory,4564
Telangana,Warangal (Urban) (Area 1),211,145,Crop Burning,66,Moderate,2526
Telangana,Warangal (Urban) (Area 2),242,142,Vehicle,100,Moderate,2585
Telangana,Warangal (Urban) (Area 3),253,34,Waste Burning,219,Good,4944
Telangana,Warangal (Urban) (Area 4),222,173,Industrial Emissions,49,Moderate,1826
Telangana,Warangal (Urban) (Area 5),316,90,Road Dust,226,Satisfactory,3750
Telangana,Warangal (Urban) (Area 6),312,163,Waste Burning,149,Moderate,2075
Telangana,Yadadri Bhuvanagiri,200,117,Industrial Emissions,83,Moderate,3144
Telangana,Yadadri Bhuvanagiri (Area 1),276,127,Construction Dust,149,Moderate,2909
Telangana,Yadadri Bhuvanagiri (Area 2),220,123,Road Dust,97,Moderate,2983
Telangana,Yadadri Bhuvanagiri (Area 3),219,143,Waste Burning,76,Moderate,2567
Telangana,Yadadri Bhuvanagiri (Area 4),150,32,Construction Dust,118,Good,4983
Telangana,Yadadri Bhuvanagiri (Area 5),276,110,Construction Dust,166,Moderate,3302
Telangana,Yadadri Bhuvanagiri (Area 6),129,62,Waste Burning,67,Satisfactory,4343
Tripura,Dhalai,136,121,Domestic Fuel,15,Moderate,3037
Tripura,Dhalai (Area 1),183,110,Road Dust,73,Moderate,3302
Tripura,Dhalai (Area 2),208,108,Road Dust,100,Moderate,3362
Tripura,Dhalai (Area 3),267,132,Industrial Emissions,135,Moderate,2792
Tripura,Dhalai (Area 4),268,186,Crop Burning,82,Moderate,1478
Tripura,Dhalai (Area 5),289,133,Waste Burning,156,Moderate,2758
Tripura,Dhalai (Area 6),125,52,Road Dust,73,Satisfactory,4564
Tripura,Gomati,160,130,Domestic Fuel,30,Moderate,2832
Tripura,Gomati (Area 1),224,117,Domestic Fuel,107,Moderate,3144
Tripura,Gomati (Area 2),136,70,Construction Dust,66,Satisfactory,4153
Tripura,Gomati (Area 3),260,49,Domestic Fuel,211,Good,4614
Tripura,Gomati (Area 4),213,46,Domestic Fuel,167,Good,4680
Tripura,Gomati (Area 5),84,49,Industrial Emissions,35,Good,4614
Tripura,Gomati (Area 6),140,47,Industrial Emissions,93,Good,4656
Tripura,Khowai,175,70,Road Dust,105,Satisfactory,4153
Tripura,Khowai (Area 1),185,61,Construction Dust,124,Satisfactory,4368
Tripura,Khowai (Area 2),112,38,Industrial Emissions,74,Good,4845
Tripura,Khowai (Area 3),255,79,Crop Burning,176,Satisfactory,3967
Tripura,Khowai (Area 4),313,87,Domestic Fuel,226,Satisfactory,3813
Tripura,Khowai (Area 5),257,186,Domestic Fuel,71,Moderate,1478
Tripura,Khowai (Area 6),202,168,Waste Burning,34,Moderate,1954
Tripura,North Tripura,74,39,Industrial Emissions,35,Good,4829
Tripura,North Tripura (Area 1),130,102,Construction Dust,28,Moderate,3493
Tripura,North Tripura (Area 2),230,92,Industrial Emissions,138,Satisfactory,3706
Tripura,North Tripura (Area 3),200,129,Construction Dust,71,Moderate,2852
Tripura,North Tripura (Area 4),225,123,Construction Dust,102,Moderate,2983
Tripura,North Tripura (Area 5),163,140,Road Dust,23,Moderate,2627
Tripura,North Tripura (Area 6),305,109,Road Dust,196,Moderate,3338
Tripura,Sepahijala,189,72,Construction Dust,117,Satisfactory,4100
Tripura,Sepahijala (Area 1),187,102,Domestic Fuel,85,Moderate,3493
Tripura,Sepahijala (Area 2),183,155,Vehicle,28,Moderate,2275
Tripura,Sepahijala (Area 3),198,185,Vehicle,13,Moderate,1517
Tripura,Sepahijala (Area 4),158,114,Crop Burning,44,Moderate,3226
Tripura,Sepahijala (Area 5),231,155,Road Dust,76,Moderate,2275
Tripura,Sepahijala (Area 6),175,169,Industrial Emissions,6,Moderate,1925
Tripura,South Tripura,129,101,Crop Burning,28,Moderate,3515
Tripura,South Tripura (Area 1),200,186,Road Dust,14,Moderate,1478
Tripura,South Tripura (Area 2),211,136,Road Dust,75,Moderate,2692
Tripura,South Tripura (Area 3),303,50,Waste Burning,253,Good,4596
Tripura,South Tripura (Area 4),159,108,Waste Burning,51,Moderate,3362
Tripura,South Tripura (Area 5),221,158,Construction Dust,63,Moderate,2207
Tripura,South Tripura (Area 6),102,56,Waste Burning,46,Satisfactory,4474
Tripura,Unakoti,58,40,Waste Burning,18,Good,4808
Tripura,Unakoti (Area 1),297,32,Crop Burning,265,Good,4983
Tripura,Unakoti (Area 2),162,64,Crop Burning,98,Satisfactory,4293
Tripura,Unakoti (Area 3),267,151,Domestic Fuel,116,Moderate,2376
Tripura,Unakoti (Area 4),220,88,Waste Burning,132,Satisfactory,3792
Tripura,Unakoti (Area 5),164,111,Vehicle,53,Moderate,3285
Tripura,Unakoti (Area 6),281,133,Road Dust,148,Moderate,2758
Tripura,West Tripura,290,62,Vehicle,228,Satisfactory,4343
Tripura,West Tripura (Area 1),191,190,Industrial Emissions,1,Moderate,1355
Tripura,West Tripura (Area 2),58,44,Domestic Fuel,14,Good,4732
Tripura,West Tripura (Area 3),231,37,Vehicle,194,Good,4863
Tripura,West Tripura (Area 4),149,116,Waste Burning,33,Moderate,3173
Tripura,West Tripura (Area 5),316,178,Construction Dust,138,Moderate,1702
Tripura,West Tripura (Area 6),308,164,Road Dust,144,Moderate,2049
Uttar Pradesh,Agra,500,406,Construction Dust,94,Severe,366
Uttar Pradesh,Agra (Area 1),244,221,Domestic Fuel,23,Poor,1224
Uttar Pradesh,Agra (Area 2),488,462,Construction Dust,26,Severe,92
Uttar Pradesh,Agra (Area 3),467,259,Waste Burning,208,Poor,1046
Uttar Pradesh,Agra (Area 4),490,245,Waste Burning,245,Poor,1121
Uttar Pradesh,Agra (Area 5),482,429,Construction Dust,53,Severe,270
Uttar Pradesh,Agra (Area 6),498,343,Vehicle,155,Very Poor,662
Uttar Pradesh,Aligarh,426,409,Industrial Emissions,17,Severe,348
Uttar Pradesh,Aligarh (Area 1),482,478,Industrial Emissions,4,Severe,11
Uttar Pradesh,Aligarh (Area 2),341,291,Waste Burning,50,Poor,898
Uttar Pradesh,Aligarh (Area 3),454,378,Industrial Emissions,76,Very Poor,493
Uttar Pradesh,Aligarh (Area 4),381,276,Waste Burning,105,Poor,974
Uttar Pradesh,Aligarh (Area 5),313,155,Industrial Emissions,158,Moderate,2275
Uttar Pradesh,Aligarh (Area 6),487,288,Industrial Emissions,199,Poor,916
Uttar Pradesh,Allahabad,424,304,Vehicle,120,Very Poor,835
Uttar Pradesh,Allahabad (Area 1),473,436,Vehicle,37,Severe,230
Uttar Pradesh,Allahabad (Area 2),473,315,Domestic Fuel,158,Very Poor,804
Uttar Pradesh,Allahabad (Area 3),333,325,Domestic Fuel,8,Very Poor,755
Uttar Pradesh,Allahabad (Area 4),323,315,Road Dust,8,Very Poor,804
Uttar Pradesh,Allahabad (Area 5),458,395,Construction Dust,63,Very Poor,420
Uttar Pradesh,Allahabad (Area 6),384,164,Waste Burning,220,Moderate,2049
Uttar Pradesh,Ambedkar Nagar,485,336,Road Dust,149,Very Poor,700
Uttar Pradesh,Ambedkar Nagar (Area 1),492,342,Crop Burning,150,Very Poor,670
Uttar Pradesh,Ambedkar Nagar (Area 2),372,326,Vehicle,46,Very Poor,747
Uttar Pradesh,Ambedkar Nagar (Area 3),329,210,Vehicle,119,Poor,1272
Uttar Pradesh,Ambedkar Nagar (Area 4),488,393,Vehicle,95,Very Poor,428
Uttar Pradesh,Ambedkar Nagar (Area 5),301,211,Industrial Emissions,90,Poor,1268
Uttar Pradesh,Ambedkar Nagar (Area 6),450,190,Crop Burning,260,Moderate,1355
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar),470,188,Waste Burning,282,Moderate,1423
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 1),228,189,Construction Dust,39,Moderate,1395
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 2),428,428,Vehicle,0,Severe,273
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 3),352,295,Vehicle,57,Poor,881
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 4),499,469,Vehicle,30,Severe,59
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 5),459,180,Vehicle,279,Moderate,1635
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar) (Area 6),496,466,Industrial Emissions,30,Severe,74
Uttar Pradesh,Amroha (J.P. Nagar),443,361,Industrial Emissions,82,Very Poor,570
Uttar Pradesh,Amroha (J.P. Nagar) (Area 1),204,165,Domestic Fuel,39,Moderate,2028
Uttar Pradesh,Amroha (J.P. Nagar) (Area 2),478,473,Construction Dust,5,Severe,33
Uttar Pradesh,Amroha (J.P. Nagar) (Area 3),481,259,Waste Burning,222,Poor,1046
Uttar Pradesh,Amroha (J.P. Nagar) (Area 4),454,335,Crop Burning,119,Very Poor,712
Uttar Pradesh,Amroha (J.P. Nagar) (Area 5),400,293,Waste Burning,107,Poor,888
